yil,km,renk,fiyat,sehir,motor,yakit,paket,4matic
2017,52380.0,Kırmızı,1655220.0,İstanbul,180,D,Comfort,False
2017,148800.0,Beyaz,1715340.0,Aydın,180,D,AMG,False
2017,152962.99999999997,Beyaz,1534500.0,Gaziantep,180,D,Comfort,False
2020,74690.0,Füme,2473020.0,Kocaeli,200,CSI,AMG,False
2014,210870.0,Kırmızı,1338250.0,Hatay,180,D,AMG,False
2016,156001.99999999997,Kırmızı,1570149.9999999998,Tekirdağ,180,D,AMG,False
2015,204625.99999999997,Beyaz,27270.0,Şanlıurfa,200,CSI,AMG,False
2015,129597.14199999999,Beyaz,1565500.0,İstanbul,180,D,AMG,False
2013,231419.99999999997,Gri,1246450.0,Antalya,200,CSI,AMG,False
2016,113344.0,Siyah,1397939.9999999998,Gaziantep,180,D,AMG,False
2021,42680.0,Beyaz,2583149.9999999995,Konya,200,CSI,AMG+,False
2023,18620.0,Mavi,2803200.0,İstanbul,200,CSI,AMG,False
2019,81480.0,Beyaz,2107000.0,İstanbul,200,CSI,AMG,False
2017,192960.0,Beyaz,1570149.9999999998,Batman,200,CSI,AMG,False
2013,263380.0,Beyaz,1064250.0,İstanbul,200,CSI,Style,False
2023,55550.0,Gri,2707650.0,İstanbul,200,CSI,AMG,False
2017,148470.0,Beyaz,1435500.0,İstanbul,180,D,Comfort,False
2015,153217.0,Füme,1560450.0,İstanbul,180,CDI,AMG,False
2015,222720.0,Beyaz,1132428.0,Kilis,180,D,AMG,False
2023,36929.64,Gri,2972934.9999999995,İstanbul,200,CSI,AMG,False
2023,42325.888,Gri,2841130.0,İstanbul,200,CSI,AMG,False
2016,115481.99999999999,Kırmızı,1791900.0,Tekirdağ,200,CSI,AMG,False
2014,231830.0,Beyaz,1369234.9999999998,Ankara,200,CSI,AMG,False
2020,60406.83,Füme,4618250.0,İstanbul,45,AMG,,False
2014,275536.0,Beyaz,916800.0,İstanbul,180,D,AMG,False
2014,191575.0,Beyaz,1084800.0,Şanlıurfa,180,D,AMG,False
2014,200573.99999999997,Beyaz,1250815.0,Kocaeli,180,D,AMG,False
2015,91140.0,Beyaz,1632000.0,Antalya,180,CDI,AMG,False
2017,165444.99999999997,Beyaz,1363200.0,İstanbul,180,D,AMG,False
2013,259700.0,Beyaz,1106420.0,Antalya,200,CSI,AMG,False
2014,136010.0,Beyaz,1618773.9999999998,Mersin,200,CSI,AMG,False
2013,213149.99999999997,Beyaz,1269100.0,Isparta,200,CSI,AMG,False
2017,131133.86299999998,Siyah,1409834.9999999998,İstanbul,180,D,Comfort,False
2022,28710.0,Siyah,2573024.9999999995,Giresun,200,CSI,AMG+,False
2016,169920.0,Kırmızı,1244600.0,Bursa,200,CSI,Style,False
2016,126100.0,Beyaz,1623600.0,İstanbul,180,D,AMG,False
2015,120546.99999999999,Beyaz,1538240.0,İstanbul,180,CDI,AMG,False
2013,156420.0,Beyaz,1366200.0,İstanbul,200,CSI,AMG,False
2015,165865.0,Gri,1529550.0,İzmir,180,D,AMG,False
2015,149490.0,Beyaz,1327930.0,İstanbul,180,D,AMG,False
2016,248490.0,Beyaz,1332094.9999999998,Batman,180,D,AMG,False
2023,40866.0,Beyaz,2907056.7499999995,İzmir,200,CSI,AMG+,False
2013,101970.0,Beyaz,1430750.0,Gaziantep,200,CSI,AMG,False
2022,16490.0,Gri,6079849.999999999,İstanbul,45,S,AMG,False
2013,82450.0,Beyaz,1244600.0,İstanbul,200,CSI,AMG,False
2017,136620.0,Beyaz,1473600.0,İstanbul,180,D,Comfort,False
2023,35520.0,Siyah,2707200.0,Mersin,200,CSI,AMG+,False
2018,105040.0,Beyaz,1806750.0,İstanbul,180,D,AMG,False
2023,28800.0,Füme,2803300.0,İstanbul,200,CSI,AMG,False
2014,229270.0,Siyah,1239700.0,Gaziantep,200,CSI,AMG,False
2023,17820.0,Gri,2637984.9999999995,İstanbul,200,CSI,AMG+,False
2014,86330.0,Beyaz,1649374.9999999998,Eskişehir,180,CDI,AMG,False
2017,105040.0,Siyah,1948799.9999999998,İstanbul,180,D,AMG,False
2017,200990.0,Beyaz,1405530.0,Denizli,180,D,AMG,False
2021,29348.0,Siyah,2592100.0,Ankara,200,CSI,AMG+,False
2016,116620.0,Beyaz,1639440.0,Trabzon,180,D,AMG,False
2014,206400.0,Kırmızı,1311750.0,İstanbul,180,CDI,AMG,False
2016,50440.0,Kırmızı,1920000.0,Kocaeli,200,CSI,AMG,False
2015,174730.0,Beyaz,1519000.0,Ankara,200,CSI,AMG,False
2016,217580.0,Beyaz,1382690.0,Ankara,180,D,AMG,False
2024,7373.0,Füme,3181500.0,İstanbul,200,CSI,AMG,False
2014,301950.0,Beyaz,1266212.4999999998,Elazığ,200,CSI,AMG,False
2015,209484.0,Kırmızı,1293600.0,Gaziantep,180,CDI,AMG,False
2015,139160.0,Beyaz,1573249.9999999998,Çanakkale,180,CDI,AMG,False
2013,112320.0,Beyaz,1499400.0,Mersin,200,CSI,AMG,False
2014,146740.0,Beyaz,1448589.9999999998,Ankara,180,D,AMG,False
2020,38380.0,Beyaz,2725274.9999999995,Ankara,180,D,AMG,False
2016,194040.0,Beyaz,1262250.0,İstanbul,180,D,AMG,False
2015,126910.0,Beyaz,1726090.0,İstanbul,180,D,AMG,False
2015,154836.0,Beyaz,1403900.0,Antalya,180,D,AMG,False
2023,48960.0,Siyah,2755359.9999999995,Rize,200,CSI,AMG,False
2015,242500.0,Beyaz,994250.0,İstanbul,180,CDI,Urban,False
2016,96040.0,Kırmızı,1570099.3499999999,Manisa,180,D,Comfort,False
2014,98940.0,Beyaz,1164950.0,Ankara,200,CSI,AMG,False
2015,129600.0,Beyaz,1371150.0,Şırnak,200,CSI,Style,False
2017,97325.76,Beyaz,1573920.0,İstanbul,180,D,Urban,False
2015,238054.99999999997,Beyaz,1188250.0,Eskişehir,180,D,Urban,False
2016,70700.0,Beyaz,1816540.0,İzmir,200,CSI,AMG,False
2015,193482.99999999997,Gri,1315600.0,İstanbul,180,CDI,AMG,False
2016,154440.0,Kırmızı,1464500.0,İstanbul,180,D,AMG,False
2016,67900.0,Gri,1877749.9999999998,Balıkesir,180,CDI,AMG,False
2023,38456.0,Beyaz,2711115.0,İstanbul,200,CSI,AMG+,False
2013,179450.0,Beyaz,1366200.0,Aydın,200,CSI,Urban,False
2013,163930.0,Kırmızı,1237500.0,Manisa,180,AMG,Sport,False
2015,98980.0,Beyaz,1478979.9999999998,Ankara,200,CSI,Style,False
2014,56839.99999999999,Kırmızı,1725499.9999999998,İstanbul,200,CSI,AMG,False
2016,43609.475,Gri (titanyum),1794500.0,İstanbul,180,D,AMG,False
2015,156550.0,Beyaz,1447160.0,Antalya,200,CSI,AMG,False
2017,88200.0,Beyaz,1653850.0,İstanbul,180,D,AMG,False
2017,123220.0,Beyaz,1421050.0,Düzce,200,CSI,Comfort,False
2015,154279.99999999997,Beyaz,1270970.8,İstanbul,180,D,AMG,False
2019,112320.0,Kırmızı,2172800.0,İstanbul,180,D,AMG,False
2015,106364.99999999999,Beyaz,1504900.0,Bursa,180,CDI,Urban,False
2013,212154.52,Siyah,1187752.5,Bursa,200,CSI,Urban,False
2018,153260.0,Beyaz,1571400.0,Konya,180,D,Comfort,False
2014,216810.0,Siyah,969600.0,Mardin,180,CDI,AMG,False
2016,92565.0,Beyaz,1944250.0,Ankara,200,CSI,AMG,False
2014,163350.0,Siyah,936000.0,Mersin,200,CSI,Style,False
2014,144716.0,Beyaz,1291200.0,Samsun,200,CSI,Urban,False
2016,115200.0,Beyaz,1908900.0,Tekirdağ,180,D,AMG,False
2018,113455.99999999999,Gri,1741150.0,Ankara,180,D,AMG,False
2015,164803.0,Beyaz,1424100.0,İstanbul,180,CDI,AMG,False
2013,196800.0,Beyaz,1233600.0,Niğde,200,CSI,AMG,False
2014,171648.0,Beyaz,1463784.9999999998,Ankara,200,CSI,AMG,False
2019,179520.0,Füme,2234400.0,Antalya,180,D,AMG,False
2016,158760.0,Siyah,1502400.0,Sivas,180,D,AMG,False
2021,49470.0,Kırmızı,2433600.0,Kars,200,CSI,AMG+,False
2016,174600.0,Beyaz,1573249.9999999998,İzmir,180,D,AMG,False
2016,138710.0,Beyaz,1509950.0,İstanbul,180,D,AMG,False
2014,205640.0,Beyaz,1311299.0,Denizli,180,D,AMG,False
2016,220770.0,Beyaz,1301850.0,Ankara,180,D,AMG,False
2015,208074.99999999997,Beyaz,1089000.0,Hatay,180,CDI,AMG,False
2016,194000.0,Gri,1323000.0,Ankara,180,D,AMG,False
2016,201600.0,Beyaz,1406500.0,İstanbul,180,D,AMG,False
2013,172549.99999999997,Beyaz,1503500.0,Kayseri,200,CSI,AMG,False
2014,247450.0,Mavi (metalik),1519499.9999999998,Aydın,200,CSI,AMG,False
2018,72520.0,Kırmızı,1974174.9999999998,Zonguldak,200,CSI,AMG,False
2023,21920.306999999997,Beyaz,2848780.0,Ankara,200,CSI,AMG,False
2017,111320.0,Beyaz,1872000.0,Antalya,180,D,AMG,False
2014,210700.0,Beyaz,1306769.9999999998,Bursa,200,CSI,AMG,False
2014,257301.99999999997,Beyaz,1323000.0,Adana,180,CDI,AMG,False
2020,20200.0,Füme,2475000.0,İstanbul,180,D,AMG,False
2013,179340.0,Beyaz,1467836.9999999998,Konya,200,CSI,AMG,False
2014,272250.0,Beyaz,1164950.0,Antalya,180,CDI,AMG,False
2016,106560.0,Kırmızı,1602300.0,Bursa,180,D,AMG,False
2014,209597.49999999997,Beyaz,1309500.0,Adana,180,CDI,AMG,False
2013,157440.0,Beyaz,1532600.0,Tokat,200,CSI,AMG,False
2014,171534.99999999997,Beyaz,1333750.0,İstanbul,180,CDI,AMG,False
2016,94208.99999999999,Beyaz,1388750.0,Hatay,200,CSI,AMG,False
2013,172040.0,Beyaz,1372614.9999999998,Antalya,200,CSI,AMG,False
2017,135608.0,Siyah,1666500.0,İstanbul,180,D,AMG,False
2015,100800.0,Beyaz,1492800.0,Kayseri,180,CDI,Style,False
2013,167474.99999999997,Beyaz,1620799.9999999998,Sivas,200,CSI,AMG,False
2020,140390.0,Siyah,2279500.0,Denizli,200,CSI,AMG,False
2020,67200.0,Siyah,2395800.0,Diyarbakır,200,CSI,AMG,False
2016,229890.0,Siyah,1187999.01,Hatay,180,D,AMG,False
2016,120780.0,Beyaz,1595650.0,Kırklareli,180,D,AMG,False
2016,91377.0,Beyaz,1676600.0,Antalya,180,D,AMG,False
2013,100489.59999999999,Siyah,1568000.0,Kocaeli,200,CSI,AMG,False
2014,199560.99999999997,Beyaz,1371150.0,Trabzon,200,CSI,AMG,False
2014,221160.0,Beyaz,1290300.0,Bursa,180,CDI,Urban,False
2017,105040.0,Beyaz,1868500.0,Bursa,200,CSI,AMG,False
2015,266880.0,Kırmızı,1292800.0,Konya,180,CDI,AMG,False
2013,206910.0,Beyaz,1313000.0,Giresun,200,CSI,AMG,False
2020,46080.0,Gri (titanyum),2274650.0,İstanbul,200,CSI,AMG,False
2016,150720.0,Beyaz,1536000.0,Afyonkarahisar,180,D,AMG,False
2015,179340.0,Siyah,1416800.0,İstanbul,180,CDI,Urban,False
2013,153975.99999999997,Gri (Gümüş),1484100.0,Niğde,200,CSI,AMG,False
2017,146160.0,Beyaz,1610669.9999999998,Ankara,180,D,AMG,False
2017,106766.0,Beyaz,1519650.0,İstanbul,200,CSI,Comfort,False
2015,121200.0,Kırmızı,1792750.0,Yozgat,200,CSI,AMG,False
2014,242500.0,Beyaz,1190700.0,Ankara,180,CDI,AMG,False
2022,47530.0,Beyaz,2716000.0,Konya,200,CSI,AMG+,False
2022,20114.82,Gri,2866050.0,İzmir,200,CSI,AMG+,False
2014,119200.34,Beyaz,1440000.0,Ankara,200,CSI,Urban,False
2015,214130.0,Beyaz,1248449.9999999998,Gaziantep,180,CDI,AMG,False
2023,29700.0,Siyah,2851800.0,İstanbul,200,CSI,AMG+,False
2016,96806.0,Beyaz,1475100.0,Ankara,200,CSI,AMG,False
2016,63630.0,Beyaz,1843000.0,Rize,180,CDI,AMG,False
2017,137025.0,Kırmızı,1712700.0,Mersin,180,D,AMG,False
2017,180136.0,Siyah,1290240.0,Malatya,180,D,Comfort,False
2016,154440.0,Beyaz,1523900.0,Mersin,180,D,AMG,False
2014,159390.0,Beyaz,1440450.0,Eskişehir,200,CSI,AMG,False
2017,179450.0,Beyaz,1488000.0,Muğla,180,D,AMG,False
2013,187110.0,Beyaz,1224000.0,Ankara,200,CSI,AMG,False
2015,186092.5,Beyaz,1494900.0,Adana,180,CDI,AMG,False
2016,142810.5,Beyaz,1454030.0,İstanbul,200,CSI,AMG,False
2014,196000.0,Kırmızı,1370249.9999999998,Mersin,180,CDI,AMG,False
2015,112320.0,Beyaz,1710100.0,Antalya,200,CSI,AMG,False
2016,189120.0,Beyaz,1225000.0,İstanbul,180,D,AMG,False
2016,162079.99999999997,Beyaz,1573249.9999999998,Gaziantep,180,D,AMG,False
2013,207050.0,Beyaz,1116500.0,İzmir,200,CSI,Urban,False
2015,247500.0,Beyaz,1324708.0,Malatya,180,CDI,AMG,False
2021,12505.484999999999,Mavi,2786850.0,İstanbul,200,CSI,AMG+,False
2014,247450.0,Beyaz,1301704.9999999998,Kayseri,180,D,AMG,False
2013,215820.0,Beyaz,1008000.0,Antalya,200,CSI,AMG,False
2015,112700.0,Mor,1406400.0,Van,180,CDI,AMG,False
2020,29585.0,Siyah,2684449.9999999995,Antalya,200,CSI,AMG,False
2015,56672.0,Beyaz,1725499.9999999998,İzmir,180,CDI,AMG,False
2023,17204.0,Gri (titanyum),3156649.9999999995,Gaziantep,200,CSI,AMG+,False
2016,178571.995,Siyah,1515000.0,İzmir,180,D,AMG,False
2014,56839.99999999999,Beyaz,1669749.4,Ankara,200,CSI,AMG,False
2015,184365.99999999997,Kırmızı,1301850.0,İstanbul,180,D,AMG,False
2016,121559.99999999999,Beyaz,1584000.0,Ankara,180,D,AMG,False
2016,186850.0,Beyaz,1585344.9999999998,Mersin,180,D,AMG,False
2016,179584.63999999998,Gri,1315600.0,İstanbul,180,D,AMG,False
2020,83300.0,Lacivert,2303000.0,Bartın,200,CSI,AMG,False
2020,74844.0,Siyah,2328000.0,Mersin,180,D,AMG,False
2014,164160.0,Beyaz,1429150.0,Malatya,180,CDI,AMG,False
2017,172549.99999999997,Siyah,1573249.9999999998,İstanbul,180,D,AMG,False
2013,111100.0,Beyaz,1701839.9999999998,İstanbul,200,CSI,AMG,False
2022,9917.6,Füme,2795879.9999999995,İstanbul,200,CSI,AMG,False
2016,163350.0,Beyaz,1624750.0,Ankara,200,CSI,AMG,False
2016,85008.0,Beyaz,1623999.9999999998,İstanbul,200,CSI,AMG,False
2015,223299.99999999997,Beyaz,1437040.0,Antalya,200,CSI,AMG,False
2016,208890.0,Siyah,1471749.9999999998,Sakarya,200,CSI,AMG,False
2016,177274.99999999997,Beyaz,1485616.0,Bilecik,180,D,AMG,False
2016,148500.0,Beyaz,1474900.0,Trabzon,180,D,AMG,False
2020,125859.99999999999,Beyaz,2430186.9999999995,İstanbul,200,CSI,AMG,False
2014,163200.0,Beyaz,1358400.0,Eskişehir,180,D,AMG,False
2016,140070.0,Gri,1353600.0,Van,180,D,Urban,False
2020,55440.0,Beyaz,2323200.0,Van,180,D,AMG,False
2021,34790.0,Gri (Gümüş),2775619.9999999995,Kocaeli,200,CSI,AMG+,False
2015,199054.49999999997,Beyaz,1069200.0,Gaziantep,180,CDI,AMG,False
2015,114660.0,Gri (metalik),1372000.0,İstanbul,200,CSI,AMG,False
2014,126720.0,Gri,1311834.9999999998,İstanbul,180,D,AMG,False
2015,102312.99999999999,Beyaz,1593549.9999999998,Kocaeli,200,CSI,AMG,False
2014,161020.0,Beyaz,1486628.0,Osmaniye,180,CDI,AMG,False
2015,221036.59999999998,Beyaz,1276800.0,Kayseri,200,CSI,AMG,False
2016,120190.0,Beyaz,1619786.9999999998,Ankara,180,D,AMG,False
2014,142326.5,Beyaz,1499239.9999999998,Tekirdağ,180,CDI,AMG,False
2016,179340.0,Beyaz,1253524.9999999998,İstanbul,180,D,AMG,False
2014,132480.0,Beyaz,1548400.0,Konya,200,CSI,AMG,False
2015,153450.0,Beyaz,1220664.9999999998,İstanbul,200,CSI,AMG,False
2015,188870.0,Beyaz,1219200.0,Hatay,200,CSI,AMG,False
2014,140668.0,Gri,1494500.0,İstanbul,180,D,AMG,False
2020,95060.0,Mavi,2252250.0,Bursa,200,CSI,AMG,False
2016,102900.0,Beyaz,1747300.0,Ankara,180,D,AMG,False
2014,197534.99999999997,Beyaz,1284987.0,Kütahya,180,D,AMG,False
2014,240560.0,Beyaz,1367549.9999999998,Muğla,200,CSI,Style,False
2013,253000.0,Kırmızı,1214400.0,İzmir,200,CSI,Urban,False
2017,147000.0,Siyah,1444300.0,Bursa,180,D,Comfort,False
