yil,km,renk,fiyat,sehir,motor,yakit,paket,4matic
2014,215820.0,Beyaz,1149450.0,İzmir,180,CDI,Urban,False
2017,125240.0,Beyaz,1665995.0,Antalya,180,D,AMG,False
2016,125130.0,Beyaz,1585950.0,Antalya,180,D,AMG,False
2015,173223.00000000000,Gri (metalik),1447160.0,Eskişehir,200,CSI,AMG,False
2015,173565.00000000000,Kırmızı,1467400.0,İstanbul,180,CDI,AMG,False
2018,99274.00000000000,Beyaz,1600540.0000000000,Elazığ,180,D,Comfort,False
2016,171535.00000000000,Kırmızı,1252400.0,İstanbul,180,D,AMG,False
2014,144210.0,Beyaz,1406500.0,Kocaeli,180,CDI,AMG,False
2020,66990.0,Siyah,2527435.0000000000,İstanbul,200,CSI,AMG,False
2016,219604.0,Beyaz,1335840.0,Gaziantep,180,D,AMG,False
2020,109125.0,Siyah,2345095.0,İstanbul,180,D,AMG,False
2013,139794.0,Beyaz,1401620.0,Konya,200,CSI,AMG,False
2013,192280.0,Gri,1314425.0000000000,Ankara,200,CSI,Urban,False
2020,92120.0,Siyah,2272500.0,İstanbul,200,CSI,AMG,False
2015,186240.0,Beyaz,1282500.0,Ankara,200,CSI,Urban,False
2014,310684.0,Siyah,1338600.0,Isparta,200,CSI,AMG,False
2014,119534.00000000000,Beyaz,1477520.0,Ordu,180,CDI,AMG,False
2017,149940.0,Beyaz,1518487.0000000000,İzmir,180,D,Comfort,False
2023,74690.0,Beyaz,2648250.0,Tekirdağ,200,CSI,AMG,False
2015,179340.0,Gri,1288700.0,Gaziantep,180,D,AMG,False
2023,37444.0,Füme,2882600.0000000000,Balıkesir,200,CSI,AMG,False
2015,174580.00000000000,Siyah,1291575.0000000000,Antalya,180,D,AMG,False
2017,56840.0,Beyaz,1534250.0,İstanbul,200,CSI,Comfort,False
2014,186200.0,Beyaz,1406500.0,Muğla,180,D,AMG,False
2016,144859.0,Füme,1600540.0000000000,Ankara,200,CSI,AMG,False
2016,115140.0,Lacivert,1638330.0,Ankara,180,D,AMG,False
2015,127512.0,Beyaz,1518000.0,Bursa,180,CDI,AMG,False
2018,152460.0,Füme,1448750.0,Mersin,180,D,Comfort,False
2017,52380.0,Kırmızı,1672110.0,İstanbul,180,D,Comfort,False
2017,156550.0,Beyaz,1720425.0000000000,Aydın,180,D,AMG,False
2017,143450.0,Beyaz,1565500.0,Gaziantep,180,D,Comfort,False
2020,78155.00000000000,Füme,2530474.0000000000,Kocaeli,200,CSI,AMG,False
2014,206610.0,Kırmızı,1342225.0000000000,Hatay,180,D,AMG,False
2016,155540.0,Kırmızı,1570150.0000000000,Tekirdağ,180,D,AMG,False
2015,199980.0,Beyaz,27324.0,Şanlıurfa,200,CSI,AMG,False
2015,121537.30000000000,Beyaz,1573250.0000000000,İstanbul,180,D,AMG,False
2013,223440.0,Gri,1300420.0,Antalya,200,CSI,AMG,False
2016,113680.00000000000,Siyah,1366200.0,Gaziantep,180,D,AMG,False
2021,44528.0,Beyaz,2583150.0000000000,Konya,200,CSI,AMG+,True
2023,19247.000000000000,Mavi,2957960.0000000000,İstanbul,200,CSI,AMG,False
2019,83160.0,Beyaz,2042500.0,İstanbul,200,CSI,AMG,False
2017,203412.0,Beyaz,1570150.0000000000,Batman,200,CSI,AMG,False
2013,263380.0,Beyaz,1021250.0,İstanbul,200,CSI,Style,False
2023,54450.0,Gri,2767820.0,İstanbul,200,CSI,AMG,False
2017,142590.0,Beyaz,1435500.0,İstanbul,180,D,Comfort,False
2015,153672.10000000001,Füme,1529550.0,İstanbul,180,CDI,AMG,False
2015,229680.0,Beyaz,1096620.0,Kilis,180,D,AMG,False
2023,34735.800000000003,Gri,2964148.0,İstanbul,200,CSI,AMG,False
2023,42242.24,Gri,2899710.0,İstanbul,200,CSI,AMG,False
2016,115710.00000000000,Kırmızı,1831720.0,Tekirdağ,200,CSI,AMG,False
2014,236610.0,Beyaz,1281550.0,Ankara,200,CSI,AMG,False
2020,61810.22100000000,Füme,4609150.0,İstanbul,45,AMG,,False
2014,276080.0,Beyaz,969325.0000000000,İstanbul,180,D,AMG,False
2014,199870.0,Beyaz,1141300.0,Şanlıurfa,180,D,AMG,False
2014,200970.00000000000,Beyaz,1263710.0,Kocaeli,180,D,AMG,False
2015,88350.0,Beyaz,1615000.0,Antalya,180,CDI,AMG,False
2017,154850.0,Beyaz,1391600.0,İstanbul,180,D,AMG,False
2013,268975.0,Beyaz,1106420.0,Antalya,200,CSI,AMG,False
2014,135340.0,Beyaz,1617176.0,Mersin,200,CSI,AMG,False
2013,213150.00000000000,Beyaz,1256150.0,Isparta,200,CSI,AMG,False
2017,126861.98,Siyah,1361220.0,İstanbul,180,D,Comfort,False
2022,29348.0,Siyah,2484300.0,Giresun,200,CSI,AMG+,True
2016,179124.0,Kırmızı,1206500.0,Bursa,200,CSI,Style,False
2016,131560.0,Beyaz,1590800.0,İstanbul,180,D,AMG,False
2015,113050.0,Beyaz,1504800.0,İstanbul,180,CDI,AMG,False
2013,159580.0,Beyaz,1282500.0,İstanbul,200,CSI,AMG,False
2015,171788.75000000000,Gri,1529550.0,İzmir,180,D,AMG,False
2015,147980.0,Beyaz,1389535.0000000000,İstanbul,180,D,AMG,False
2016,248490.0,Beyaz,1334725.0000000000,Batman,180,D,AMG,False
2023,42325.50000000000,Beyaz,2841052.5,İzmir,200,CSI,AMG+,True
2013,104236.0,Beyaz,1401250.0,Gaziantep,200,CSI,AMG,False
2022,16660.0,Gri,5930100.0,İstanbul,45,S,AMG,False
2013,86020.0,Beyaz,1257300.0,İstanbul,200,CSI,AMG,False
2017,131100.0,Beyaz,1488950.0,İstanbul,180,D,Comfort,False
2023,35890.0,Siyah,2791800.0,Mersin,200,CSI,AMG+,True
2018,105040.0,Beyaz,1846900.0,İstanbul,180,D,AMG,False
2023,28500.0,Füme,2927570.0000000000,İstanbul,200,CSI,AMG,False
2014,229270.0,Siyah,1283975.0000000000,Gaziantep,200,CSI,AMG,False
2023,17460.0,Gri,2624990.0,İstanbul,200,CSI,AMG+,True
2014,84550.0,Beyaz,1649375.0000000000,Eskişehir,180,CDI,AMG,False
2017,105248.0,Siyah,1939200.0,İstanbul,180,D,AMG,False
2017,193030.0,Beyaz,1405530.0,Denizli,180,D,AMG,False
2021,28710.0,Siyah,2512750.0,Ankara,200,CSI,AMG+,True
2016,116620.0,Beyaz,1587600.0,Trabzon,180,D,AMG,False
2014,204250.0,Kırmızı,1340900.0,İstanbul,180,CDI,AMG,False
2016,52676.00000000000,Kırmızı,2026000.0000000000,Kocaeli,200,CSI,AMG,False
2015,164350.0,Beyaz,1565500.0,Ankara,200,CSI,AMG,False
2016,217150.0,Beyaz,1327930.0,Ankara,180,D,AMG,False
2024,7227.0,Füme,3197250.0000000000,İstanbul,200,CSI,AMG,False
2014,308050.0,Beyaz,1263717.5000000000,Elazığ,200,CSI,AMG,False
2015,200790.0,Kırmızı,1339800.0000000000,Gaziantep,180,CDI,AMG,False
2015,137740.0,Beyaz,1568600.0,Çanakkale,180,CDI,AMG,False
2013,115830.0,Beyaz,1549890.0000000000,Mersin,200,CSI,AMG,False
2014,146740.0,Beyaz,1451450.0000000000,Ankara,180,D,AMG,False
2020,37620.0,Beyaz,2631300.0,Ankara,180,D,AMG,False
2016,198940.00000000000,Beyaz,1211250.0,İstanbul,180,D,AMG,False
2015,123025.0,Beyaz,1731217.0000000000,İstanbul,180,D,AMG,False
2015,151470.0,Beyaz,1362200.0,Antalya,180,D,AMG,False
2023,49980.0,Siyah,2752640.0,Rize,200,CSI,AMG,False
2015,245000.0,Beyaz,1040375.0000000000,İstanbul,180,CDI,Urban,False
2016,99274.00000000000,Kırmızı,1568549.4,Manisa,180,D,Comfort,False
2014,103224.0,Beyaz,1161500.0,Ankara,200,CSI,AMG,False
2015,136350.0,Beyaz,1357300.0,Şırnak,200,CSI,Style,False
2017,94346.4,Beyaz,1623105.0,İstanbul,180,D,Urban,False
2015,232650.0,Beyaz,1239700.0,Eskişehir,180,D,Urban,False
2016,69300.0,Beyaz,1777050.0,İzmir,200,CSI,AMG,False
2015,192910.0,Gri,1313000.0,İstanbul,180,CDI,AMG,False
2016,151320.0,Kırmızı,1467400.0,İstanbul,180,D,AMG,False
2016,70910.0,Gri,1877750.0000000000,Balıkesir,180,CDI,AMG,False
2023,36100.0,Beyaz,2601575.0,İstanbul,200,CSI,AMG+,True
2013,186850.0,Beyaz,1336500.0,Aydın,200,CSI,Urban,False
2013,171197.00000000000,Kırmızı,1262500.0,Manisa,180,AMG,Sport,False
2015,97020.0,Beyaz,1387000.0,Ankara,200,CSI,Style,False
2014,54320.0,Kırmızı,1717000.0,İstanbul,200,CSI,AMG,False
2016,43394.65,Gri (titanyum),1813000.0,İstanbul,180,D,AMG,False
2015,147250.0,Beyaz,1448590.0000000000,Antalya,200,CSI,AMG,False
2017,89100.0,Beyaz,1619750.0,İstanbul,180,D,AMG,False
2017,118340.0,Beyaz,1486975.0000000000,Düzce,200,CSI,Comfort,False
2015,154280.00000000000,Beyaz,1268459.0,İstanbul,180,D,AMG,False
2019,113490.0,Kırmızı,2128000.0,İstanbul,180,D,AMG,False
2015,106050.0,Beyaz,1445300.0,Bursa,180,CDI,Urban,False
2013,221996.74,Siyah,1215346.7500000000,Bursa,200,CSI,Urban,False
2018,156420.0,Beyaz,1571400.0,Konya,180,D,Comfort,False
2014,221190.0,Siyah,912000.0,Mardin,180,CDI,AMG,False
2016,90695.0,Beyaz,1905750.0,Ankara,200,CSI,AMG,False
2014,167475.00000000000,Siyah,984750.0,Mersin,200,CSI,Style,False
2014,144859.0,Beyaz,1362485.0000000000,Samsun,200,CSI,Urban,False
2016,116400.0,Beyaz,1833300.0,Tekirdağ,180,D,AMG,False
2018,106400.0,Gri,1777050.0,Ankara,180,D,AMG,False
2015,164803.0,Beyaz,1339500.0,İstanbul,180,CDI,AMG,False
2013,194750.0,Beyaz,1304275.0000000000,Niğde,200,CSI,AMG,False
2014,180588.0,Beyaz,1462340.0,Ankara,200,CSI,AMG,False
2019,181390.0,Füme,2302800.0,Antalya,180,D,AMG,False
2016,163944.0,Siyah,1518050.0,Sivas,180,D,AMG,False
2021,51510.0,Kırmızı,2567955.0000000000,Kars,200,CSI,AMG+,True
2016,182700.00000000000,Beyaz,1519000.0,İzmir,180,D,AMG,False
2016,145145.0,Beyaz,1512940.0,İstanbul,180,D,AMG,False
2014,214120.0,Beyaz,1312594.7500000000,Denizli,180,D,AMG,False
2016,218540.0,Beyaz,1334725.0000000000,Ankara,180,D,AMG,False
2015,208075.00000000000,Beyaz,1067000.0,Hatay,180,CDI,AMG,False
2016,202600.00000000000,Gri,1336500.0,Ankara,180,D,AMG,False
2016,199500.0,Beyaz,1468850.0000000000,İstanbul,180,D,AMG,False
2013,172040.0,Beyaz,1565500.0,Kayseri,200,CSI,AMG,False
2014,240100.0,Mavi (metalik),1470000.0,Aydın,200,CSI,AMG,False
2018,74740.0,Kırmızı,1847750.0,Zonguldak,200,CSI,AMG,False
2023,20989.830000000002,Beyaz,2674250.0,Ankara,200,CSI,AMG,False
2017,111430.00000000000,Beyaz,1975350.0000000000,Antalya,180,D,AMG,False
2014,204250.0,Beyaz,1251300.0,Bursa,200,CSI,AMG,False
2014,257302.00000000000,Beyaz,1309500.0,Adana,180,CDI,AMG,False
2020,19400.0,Füme,2475000.0,İstanbul,180,D,AMG,False
2013,185745.00000000000,Beyaz,1376550.0,Konya,200,CSI,AMG,False
2014,272250.0,Beyaz,1127000.0,Antalya,180,CDI,AMG,False
2016,107670.0,Kırmızı,1654620.0,Bursa,180,D,AMG,False
2014,209597.50000000000,Beyaz,1309500.0,Adana,180,CDI,AMG,False
2013,166132.00000000000,Beyaz,1532600.0,Tokat,200,CSI,AMG,False
2014,160550.0,Beyaz,1392875.0000000000,İstanbul,180,CDI,AMG,False
2016,94116.0,Beyaz,1306250.0,Hatay,200,CSI,AMG,False
2013,172040.0,Beyaz,1371260.0,Antalya,200,CSI,AMG,False
2017,135742.0,Siyah,1567500.0,İstanbul,180,D,AMG,False
2015,106365.00000000000,Beyaz,1575215.0000000000,Kayseri,180,CDI,Style,False
2013,166980.0,Beyaz,1584000.0,Sivas,200,CSI,AMG,False
2020,140668.0,Siyah,2378200.0,Denizli,200,CSI,AMG,False
2020,66500.0,Siyah,2347400.0,Diyarbakır,200,CSI,AMG,False
2016,225150.0,Siyah,1187999.01,Hatay,180,D,AMG,False
2016,123586.00000000000,Beyaz,1562750.0,Kırklareli,180,D,AMG,False
2016,93684.50000000000,Beyaz,1684900.0000000000,Antalya,180,D,AMG,False
2013,98208.0,Siyah,1620800.0000000000,Kocaeli,200,CSI,AMG,False
2014,199561.00000000000,Beyaz,1371150.0,Trabzon,200,CSI,AMG,False
2014,231420.00000000000,Beyaz,1294125.0000000000,Bursa,180,CDI,Urban,False
2017,105040.0,Beyaz,1874050.0000000000,Bursa,200,CSI,AMG,False
2015,281614.0,Kırmızı,1299200.0000000000,Konya,180,CDI,AMG,False
2013,202730.0,Beyaz,1235000.0,Giresun,200,CSI,AMG,False
2020,47520.0,Gri (titanyum),2274650.0,İstanbul,200,CSI,AMG,False
2016,155430.0,Beyaz,1584000.0,Afyonkarahisar,180,D,AMG,False
2015,179340.0,Siyah,1372000.0,İstanbul,180,CDI,Urban,False
2013,147440.0,Gri (Gümüş),1484100.0,Niğde,200,CSI,AMG,False
2017,145728.0,Beyaz,1558200.0,Ankara,180,D,AMG,False
2017,106871.50000000000,Beyaz,1519650.0,İstanbul,200,CSI,Comfort,False
2015,121440.0,Kırmızı,1757250.0,Yozgat,200,CSI,AMG,False
2014,253000.0,Beyaz,1229580.0,Ankara,180,CDI,AMG,False
2022,49735.00000000000,Beyaz,2828000.0,Konya,200,CSI,AMG+,True
2022,20114.82,Gri,2938425.0000000000,İzmir,200,CSI,AMG+,True
2014,123092.596,Beyaz,1455000.0,Ankara,200,CSI,Urban,False
2015,221777.50000000000,Beyaz,1217700.0,Gaziantep,180,CDI,AMG,False
2023,30360.0,Siyah,2944920.0,İstanbul,200,CSI,AMG+,False
2016,98802.0,Beyaz,1445300.0,Ankara,200,CSI,AMG,False
2016,61110.0,Beyaz,1862000.0,Rize,180,CDI,AMG,False
2017,133650.0,Kırmızı,1678100.0,Mersin,180,D,AMG,False
2017,169100.0,Siyah,1360128.0,Malatya,180,D,Comfort,False
2016,157872.0,Beyaz,1573660.0,Mersin,180,D,AMG,False
2014,163415.00000000000,Beyaz,1440450.0,Eskişehir,200,CSI,AMG,False
2017,187775.00000000000,Beyaz,1534500.0,Muğla,180,D,AMG,False
2013,183330.0,Beyaz,1211250.0,Ankara,200,CSI,AMG,False
2015,186092.5,Beyaz,1528120.0,Adana,180,CDI,AMG,False
2016,142388.4,Beyaz,1469020.0,İstanbul,200,CSI,AMG,False
2014,198000.0,Kırmızı,1282500.0,Mersin,180,CDI,AMG,False
2015,113490.0,Beyaz,1765940.0,Antalya,200,CSI,AMG,False
2016,198970.0,Beyaz,1212500.0,İstanbul,180,D,AMG,False
2016,152000.0,Beyaz,1573250.0000000000,Gaziantep,180,D,AMG,False
2013,208075.00000000000,Beyaz,1045000.0,İzmir,200,CSI,Urban,False
2015,253000.0,Beyaz,1282820.0,Malatya,180,CDI,AMG,False
2021,11974.65,Mavi,2857225.0000000000,İstanbul,200,CSI,AMG+,False
2014,247940.0,Beyaz,1220750.0,Kayseri,180,D,AMG,False
2013,220180.0,Beyaz,1029000.0,Antalya,200,CSI,AMG,False
2015,116380.0,Mor,1486975.0000000000,Van,180,CDI,AMG,False
2020,30195.0,Siyah,2623500.0,Antalya,200,CSI,AMG,False
2015,56840.00000000000,Beyaz,1717000.0,İzmir,180,CDI,AMG,False
2023,16830.0,Gri (titanyum),3150430.0000000000,Gaziantep,200,CSI,AMG+,False
2016,172414.34,Siyah,1455000.0,İzmir,180,D,AMG,False
2014,55440.0,Beyaz,1616951.0,Ankara,200,CSI,AMG,False
2015,180180.0,Kırmızı,1328150.0,İstanbul,180,D,AMG,False
2016,121200.0,Beyaz,1616000.0,Ankara,180,D,AMG,False
2016,183150.0,Beyaz,1549350.0,Mersin,180,D,AMG,False
2016,171961.6,Gri,1315600.0,İstanbul,180,D,AMG,False
2020,85850.0,Lacivert,2279500.0,Bartın,200,CSI,AMG,False
2020,71820.0,Siyah,2461375.0000000000,Mersin,180,D,AMG,False
2014,162450.0,Beyaz,1400850.0,Malatya,180,CDI,AMG,False
2017,172550.00000000000,Siyah,1568600.0,İstanbul,180,D,AMG,False
2013,111650.00000000000,Beyaz,1596000.0,İstanbul,200,CSI,AMG,False
2022,9702.0,Füme,2795880.0000000000,İstanbul,200,CSI,AMG,False
2016,156750.0,Beyaz,1700125.0000000000,Ankara,200,CSI,AMG,False
2016,83160.0,Beyaz,1620800.0000000000,İstanbul,200,CSI,AMG,False
2015,213400.0,Beyaz,1441300.0000000000,Antalya,200,CSI,AMG,False
2016,213110.0,Siyah,1471750.0000000000,Sakarya,200,CSI,AMG,False
2016,169750.0,Beyaz,1423960.0,Bilecik,180,D,AMG,False
2016,147000.0,Beyaz,1429750.0,Trabzon,180,D,AMG,False
2020,117800.0,Beyaz,2375010.0,İstanbul,200,CSI,AMG,False
2014,172550.00000000000,Beyaz,1344250.0,Eskişehir,180,D,AMG,False
2016,139380.0,Gri,1395900.0,Van,180,D,Urban,False
2020,54320.0,Beyaz,2299000.0,Van,180,D,AMG,False
2021,35855.0,Gri (Gümüş),2657800.0,Kocaeli,200,CSI,AMG+,False
2015,199447.50000000000,Beyaz,1092960.0,Gaziantep,180,CDI,AMG,False
2015,115830.0,Gri (metalik),1386000.0,İstanbul,200,CSI,AMG,False
2014,126720.0,Gri,1307950.0,İstanbul,180,D,AMG,False
2015,97970.0,Beyaz,1554300.0,Kocaeli,200,CSI,AMG,False
2014,167660.0,Beyaz,1454310.0,Osmaniye,180,CDI,AMG,False
2015,207290.0,Beyaz,1343300.0,Kayseri,200,CSI,AMG,False
2016,115430.0,Beyaz,1567020.0,Ankara,180,D,AMG,False
2014,141905.0,Beyaz,1435600.0,Tekirdağ,180,CDI,AMG,False
2016,184830.0,Beyaz,1249820.0,İstanbul,180,D,AMG,False
2014,131100.0,Beyaz,1603700.0000000000,Konya,200,CSI,AMG,False
2015,156550.0,Beyaz,1219460.0,İstanbul,200,CSI,AMG,False
2015,188870.0,Beyaz,1231900.0,Hatay,200,CSI,AMG,False
2014,134830.0,Gri,1543300.0,İstanbul,180,D,AMG,False
2020,98261.00000000000,Mavi,2161250.0,Bursa,200,CSI,AMG,False
2016,102900.0,Beyaz,1747300.0,Ankara,180,D,AMG,False
2014,197340.0,Beyaz,1286256.7500000000,Kütahya,180,D,AMG,False
2014,251720.00000000000,Beyaz,1336500.0,Muğla,200,CSI,Style,False
2013,253750.00000000000,Kırmızı,1283975.0000000000,İzmir,200,CSI,Urban,False
2017,151950.00000000000,Siyah,1415700.0,Bursa,180,D,Comfort,False
,,,,,,,,
